key,target_spk,interferer_spk,num_chunks,mean_local_target_interferer_si_sdr_gap,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_si_sdr_confirmed_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_si_sdr_confirmed_drift_rate,any_two_verifier_content_mismatch,any_two_verifier_si_sdr_confirmed_drift,any_tri_verifier_content_mismatch,any_tri_verifier_si_sdr_confirmed_drift,two_verifier_content_mismatch_ge20pct,two_verifier_si_sdr_confirmed_drift_ge20pct,tri_verifier_content_mismatch_ge20pct,tri_verifier_si_sdr_confirmed_drift_ge20pct
1188-133604-0011_4970-29095-0008__T1__NBASIC__1188,1188,4970,5,33.913732443987385,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0011_4970-29095-0008__T2__NBASIC__4970,4970,1188,5,32.32875561365667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0012_5105-28241-0016__T1__NBASIC__1188,1188,5105,11,37.84412998275473,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0012_5105-28241-0016__T2__NBASIC__5105,5105,1188,11,37.763934431825994,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0016_7176-88083-0018__T1__NBASIC__1188,1188,7176,19,33.38174186938983,0.0,0.05263157894736842,0.05263157894736842,0.0,0.05263157894736842,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1188-133604-0016_7176-88083-0018__T2__NBASIC__7176,7176,1188,19,28.988994155813003,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0017_6930-81414-0007__T1__NBASIC__1188,1188,6930,7,48.17432014883579,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0017_6930-81414-0007__T2__NBASIC__6930,6930,1188,7,36.38757368644502,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0019_8224-274384-0008__T1__NBASIC__1188,1188,8224,23,41.95070989223074,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0019_8224-274384-0008__T2__NBASIC__8224,8224,1188,23,29.423871511512385,0.0,0.0,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0020_3729-6852-0044__T1__NBASIC__1188,1188,3729,12,45.09210002227689,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0020_3729-6852-0044__T2__NBASIC__3729,3729,1188,12,37.43066998243983,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0022_1221-135767-0019__T1__NBASIC__1188,1188,1221,6,52.509243994864526,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0022_1221-135767-0019__T2__NBASIC__1221,1221,1188,6,43.333105358397205,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0025_4992-23283-0016__T1__NBASIC__1188,1188,4992,7,26.98505395445947,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0025_4992-23283-0016__T2__NBASIC__4992,4992,1188,7,29.380618671443635,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0029_8455-210777-0003__T1__NBASIC__1188,1188,8455,6,44.32725254799402,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0029_8455-210777-0003__T2__NBASIC__8455,8455,1188,6,33.90758477491567,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0033_7127-75947-0027__T1__NBASIC__1188,1188,7127,12,43.87099020388772,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0033_7127-75947-0027__T2__NBASIC__7127,7127,1188,12,41.77505476785031,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0036_2961-960-0007__T1__NBASIC__1188,1188,2961,14,37.00883270255413,0.0,0.14285714285714285,0.07142857142857142,0.0,0.07142857142857142,0.0,0.0,0.0,1,0,0,0,0,0,0,0
1188-133604-0036_2961-960-0007__T2__NBASIC__2961,2961,1188,14,38.12256067461791,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0038_5142-33396-0043__T1__NBASIC__1188,1188,5142,6,50.693420024288045,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0038_5142-33396-0043__T2__NBASIC__5142,5142,1188,6,45.787633791240765,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
1188-133604-0040_4970-29093-0002__T1__NBASIC__1188,1188,4970,5,36.404561950052326,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,0,0,0,0,0,0
