chunks_1s,chunks_2s,ecapa_mismatch_rate_1s,ecapa_mismatch_rate_2s,interferer_spk,key,local_sisdr_gap_mean_1s,local_sisdr_gap_mean_2s,mv_mismatch_rate_1s,mv_mismatch_rate_2s,mv_true_swap_rate_1s,mv_true_swap_rate_2s,target_spk,utterance_si_sdr_gap,utterance_si_sdr_interferer,utterance_si_sdr_target,verifier_instability_rate_1s,verifier_instability_rate_2s
5,2,0.0,0.0,672,672-122797-0060_237-134500-0015,40.46824239948626,39.52019661366442,0.0,0.0,0.0,0.0,237,40.53374822972624,-27.647219642471462,12.886528587254784,0.0,0.0
13,6,0.0,0.0,7127,1580-141084-0033_7127-75946-0013,32.883057676184265,32.38679418038781,0.0,0.0,0.0,0.0,1580,29.757171655615235,-19.446628268151773,10.310543387463461,0.07692307692307693,0.0
13,6,0.0,0.0,1580,1580-141084-0033_7127-75946-0013,31.693123976287573,31.998128225594627,0.0,0.0,0.0,0.0,7127,29.226395766894594,-19.325134761908803,9.901261004985791,0.07692307692307693,0.0
22,10,0.0,0.0,4077,8463-294828-0038_4077-13754-0016,31.807093629851593,31.160376564247475,0.0,0.0,0.0,0.0,8463,32.03120264396895,-22.703387947137863,9.32781469683109,0.0,0.0
22,10,0.0,0.0,8463,8463-294828-0038_4077-13754-0016,33.2011343045104,33.00903903541415,0.0,0.0,0.0,0.0,4077,33.03255634465407,-21.858803430843167,11.1737529138109,0.045454545454545456,0.0
7,3,0.0,0.0,1580,8555-284449-0020_1580-141084-0003,31.556312275811965,31.030500578640925,0.0,0.0,0.0,0.0,8555,29.68045448639596,-18.036144523447955,11.644309962948006,0.14285714285714285,0.0
7,3,0.0,0.0,8555,8555-284449-0020_1580-141084-0003,34.72004136979935,33.83243702140921,0.0,0.0,0.0,0.0,1580,32.47398477164058,-22.412160285318393,10.061824486322186,0.0,0.0
7,3,0.0,0.0,1188,7127-75947-0032_1188-133604-0010,36.30912096692182,37.8442973841284,0.0,0.0,0.0,0.0,7127,36.32534558487968,-24.543531879245897,11.781813705633779,0.42857142857142855,0.0
7,3,0.0,0.0,7127,7127-75947-0032_1188-133604-0010,45.917962320026895,46.934708980702254,0.0,0.0,0.0,0.0,1188,45.759112903376675,-29.19489210134148,16.56422080203519,0.0,0.0
6,2,0.0,0.0,4507,7127-75947-0021_4507-16021-0048,33.61338379533232,32.295478227988795,0.0,0.0,0.0,0.0,7127,34.15243311116862,-24.045751964033833,10.106681147134788,0.0,0.0
6,2,0.0,0.0,7127,7127-75947-0021_4507-16021-0048,43.94356939505536,46.48180263080368,0.0,0.0,0.0,0.0,4507,47.438975873823395,-32.60456317158328,14.834412702240115,0.0,0.0
5,2,0.2,0.0,1089,7127-75947-0019_1089-134691-0018,34.99398187735399,40.61411929292245,0.2,0.0,0.0,0.0,7127,36.36823988257255,-24.373109385550123,11.995130497022426,0.0,0.0
5,2,0.6,0.5,7127,7127-75947-0019_1089-134691-0018,24.22433104866429,21.973181998125174,0.0,0.0,0.0,0.0,1089,18.427628394854978,-11.958899421326691,6.468728973528284,0.8,1.0
7,3,0.14285714285714285,0.0,5142,4970-29093-0020_5142-33396-0015,13.960537387487458,12.900253319509167,0.14285714285714285,0.0,0.0,0.0,4970,15.677970872140248,-9.343969812299896,6.334001059840352,0.7142857142857143,1.0
7,3,0.14285714285714285,0.0,4970,4970-29093-0020_5142-33396-0015,16.7853626489092,16.97377557225801,0.0,0.0,0.0,0.0,5142,15.921792675953967,-10.033134712717766,5.8886579632362,0.2857142857142857,0.3333333333333333
12,5,0.08333333333333333,0.0,1089,5105-28233-0002_1089-134686-0021,24.55188711244965,23.237083511471116,0.0,0.0,0.0,0.0,5105,23.10007336665644,-18.117706079777484,4.982367286878954,0.25,0.0
12,5,0.08333333333333333,0.0,5105,5105-28233-0002_1089-134686-0021,28.66568985582225,29.01523667762617,0.0,0.0,0.0,0.0,1089,28.083187811264665,-15.972441499703931,12.110746311560733,0.08333333333333333,0.0
8,3,1.0,1.0,7729,908-157963-0017_7729-102255-0041,-10.07417788553802,-10.496647399194144,0.75,0.6666666666666666,0.75,0.6666666666666666,908,-6.578522064187268,-0.5389254623843432,-7.1174475265716115,0.25,0.3333333333333333
8,3,0.0,0.0,908,908-157963-0017_7729-102255-0041,12.925618686994344,12.388559985867028,0.0,0.0,0.0,0.0,7729,9.220466223028218,-8.90739610367081,0.3130701193574095,0.375,0.3333333333333333
20,9,0.15,0.2222222222222222,1320,8224-274381-0013_1320-122617-0013,16.2420279635211,16.32495583305284,0.15,0.2222222222222222,0.05,0.0,8224,16.51978793232179,-9.377377536416581,7.142410395905207,0.2,0.2222222222222222
20,9,0.0,0.0,8224,8224-274381-0013_1320-122617-0013,19.005997508487113,17.4599249293804,0.0,0.0,0.0,0.0,1320,18.758722159607483,-13.016181302263357,5.742540857344127,0.0,0.0
10,4,0.0,0.0,2300,1320-122612-0007_2300-131720-0005,14.45416769023104,13.45714340185474,0.0,0.0,0.0,0.0,1320,11.668994832849759,-6.622306338723849,5.04668849412591,0.3,0.0
10,4,1.0,1.0,1320,1320-122612-0007_2300-131720-0005,-18.038052100885302,-17.60834791606881,0.7,1.0,0.7,1.0,2300,-17.62079261783984,7.714978499847924,-9.905814117991914,0.3,0.0
5,2,1.0,1.0,61,7176-92135-0013_61-70970-0031,2.851820882112907,1.092284606890634,0.4,0.0,0.2,0.0,7176,1.9347173146340442,-1.4999120708056348,0.43480524382840924,0.6,1.0
5,2,0.0,0.0,7176,7176-92135-0013_61-70970-0031,2.155805764392385,3.782453596671961,0.0,0.0,0.0,0.0,61,2.8501547039587356,-2.524517432211133,0.3256372717476026,0.6,1.0
7,3,0.0,0.0,237,2830-3979-0002_237-126133-0018,28.738540423602355,22.37419547142909,0.0,0.0,0.0,0.0,2830,23.83522535283575,-16.168441618758777,7.666783734076973,0.0,0.0
7,3,0.0,0.0,2830,2830-3979-0002_237-126133-0018,32.70885265288802,31.631915338249186,0.0,0.0,0.0,0.0,237,32.21679687985586,-21.550258262848207,10.666538617007653,0.14285714285714285,0.0
7,3,0.0,0.0,6829,237-126133-0010_6829-68769-0003,40.07088128213956,41.04923139802985,0.0,0.0,0.0,0.0,237,38.42804787184616,-25.610822169522578,12.817225702323586,0.0,0.0
7,3,0.0,0.0,237,237-126133-0010_6829-68769-0003,35.346665852413125,36.74227810277111,0.0,0.0,0.0,0.0,6829,31.23883397868449,-21.658944387528077,9.579889591156414,0.0,0.0
5,2,0.0,0.0,8555,260-123440-0005_8555-284447-0014,27.03836282872043,26.5858784781171,0.0,0.0,0.0,0.0,260,25.90316773726252,-19.139270386551715,6.763897350710806,0.2,0.0
5,2,1.0,1.0,260,260-123440-0005_8555-284447-0014,-26.753602584674404,-23.506342232719508,0.8,1.0,0.8,1.0,8555,-25.366744890696495,6.185788552616104,-19.180956338080392,0.2,0.0
14,6,0.0,0.0,2961,1188-133604-0036_2961-960-0007,34.87292136288037,35.952499604365165,0.0,0.0,0.0,0.0,1188,34.47926183299069,-24.108086715596592,10.371175117394099,0.07142857142857142,0.0
14,6,0.0,0.0,1188,1188-133604-0036_2961-960-0007,38.068963509258104,38.59426226748834,0.0,0.0,0.0,0.0,2961,37.388526684684265,-26.294905780173305,11.093620904510956,0.0,0.0
8,3,0.0,0.0,1995,4992-23283-0003_1995-1837-0029,34.43552798394673,35.310403391442975,0.0,0.0,0.0,0.0,4992,37.165537795039796,-23.750855246121606,13.414682548918186,0.125,0.0
8,3,0.125,0.0,4992,4992-23283-0003_1995-1837-0029,35.26722353676792,32.766479558337004,0.0,0.0,0.0,0.0,1995,32.17814862257184,-19.11348759740518,13.064661025166657,0.125,0.0
