key,target_spk,interferer_spk,num_chunks,waveform_interferer_rate,wav2vec2_content_mismatch_rate,wavlm_content_mismatch_rate,hubert_content_mismatch_rate,two_verifier_content_mismatch_rate,two_verifier_true_drift_rate,tri_verifier_content_mismatch_rate,tri_verifier_true_drift_rate,mean_local_target_interferer_si_sdr_gap,sisnr_i
1089-134691-0013_4992-23283-0007__T1__SCV3FIX__VOICE-1089_CONTENT-4992-4992-23283-0007,1089,4992,7,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,34.07232297901167,13.09
1089-134691-0014_237-134500-0012__T1__SCV3FIX__VOICE-1089_CONTENT-237-237-134500-0012,1089,237,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,29.89945908912084,12.56
1089-134691-0014_2830-3980-0041__T1__SCV3FIX__VOICE-1089_CONTENT-2830-2830-3980-0041,1089,2830,8,0.375,0.5,0.625,0.625,0.5,0.25,0.5,0.25,2.9497690936964283,0.45
1089-134691-0014_2830-3980-0041__T2__SCV3FIX__VOICE-2830_CONTENT-1089-1089-134691-0014,2830,1089,8,0.75,0.625,0.375,0.5,0.375,0.375,0.375,0.375,-8.46912740070858,-6.18
1089-134691-0014_7127-75947-0023__T1__SCV3FIX__VOICE-1089_CONTENT-7127-7127-75947-0023,1089,7127,8,0.0,0.125,0.0,0.0,0.0,0.0,0.0,0.0,24.656413734999795,8.74
1089-134691-0014_7127-75947-0023__T2__SCV3FIX__VOICE-7127_CONTENT-1089-1089-134691-0014,7127,1089,8,1.0,0.875,1.0,0.75,0.875,0.875,0.75,0.75,-22.064864899663718,-14.11
1089-134691-0015_3575-170457-0015__T2__SCV3FIX__VOICE-3575_CONTENT-1089-1089-134691-0015,3575,1089,4,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-29.48735809786141,-17.98
1089-134691-0015_5683-32879-0011__T1__SCV3FIX__VOICE-1089_CONTENT-5683-5683-32879-0011,1089,5683,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,52.3373495942006,15.65
1089-134691-0015_5683-32879-0011__T2__SCV3FIX__VOICE-5683_CONTENT-1089-1089-134691-0015,5683,1089,4,1.0,0.5,0.5,0.5,0.5,0.5,0.5,0.5,-7.898664595832484,0.84
1089-134691-0015_672-122797-0050__T1__SCV3FIX__VOICE-1089_CONTENT-672-672-122797-0050,1089,672,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,40.40697187564655,13.43
1089-134691-0015_672-122797-0050__T2__SCV3FIX__VOICE-672_CONTENT-1089-1089-134691-0015,672,1089,4,0.5,0.5,0.5,0.5,0.5,0.25,0.5,0.25,-5.529037701520143,-0.64
